time ch1 ch2 ch3 ch4 ch5 ch6 ch7 ch8 label
3229 -2.0752671776314278e-05 -3.83242713280571e-05 -3.418733822194782e-05 -1.2272361324312207e-05 2.1149611921261434e-06 5.1628354159921036e-05 1.955521377651167e-06 8.385033179575874e-06 2
3230 -1.8148396332572914e-05 5.571668090721532e-06 -1.3830896829414365e-05 6.43545064296992e-05 3.930033320727138e-05 -2.8275259047439486e-06 -0.0001002918402162326 1.9002716759631518e-05 2
3231 3.4813974088466145e-05 -1.0784303246991694e-06 2.3794968704618717e-05 -0.00018592684137680684 6.635626415573469e-06 5.4495641004114384e-05 4.911104374016729e-05 -1.0902640817259847e-05 2
3232 -4.7450170722886885e-05 -2.1146578036288574e-05 -2.4855889103476635e-05 3.388507035158375e-05 6.374252546637605e-05 1.3525884556698298e-05 -4.9502713013567996e-05 -1.974166368239366e-05 2
3233 2.7087755735969305e-05 4.263232671941231e-05 3.139792146450945e-05 -0.00011867754420980319 8.069654007181973e-05 4.6342221412858416e-05 -0.0001374583251501414 2.706751392092758e-05 2
3234 5.630415376738645e-06 -8.178442739945736e-06 2.6545711937298785e-06 4.951183477433478e-05 4.34589733892198e-05 2.765036323636465e-05 -4.1365353653752396e-05 -1.6216806304367046e-05 2
3235 2.3391380227054093e-06 3.9305468423111745e-05 -6.818728804820178e-05 -0.0001255485636048362 -4.352082299171192e-05 -3.4234438952422436e-05 2.2298352930648914e-05 -1.3297139823573874e-05 2
3236 -5.834244936721165e-05 -3.960976255819378e-06 5.089648721151732e-05 -0.00012577902893633894 5.658429498604743e-05 3.919259529534377e-05 -8.195981167330378e-06 4.820000799330303e-05 2
3237 -1.6495270474037035e-05 3.614850095699332e-05 3.024843053839447e-05 3.460012728899426e-05 -4.3176879011146987e-05 -2.5043248123171725e-05 1.4030169056494721e-05 1.4853748162825451e-05 2
3238 1.185751272938461e-05 1.98043629884299e-06 -3.067846164028313e-06 0.00010292117102764445 -6.373656249810322e-05 -1.3866128930114036e-05 2.1845182183721832e-05 5.1187627752466115e-05 2
3239 1.5554172246039945e-05 -9.747955359146334e-06 -1.1118110867663862e-06 1.3728439237306962e-05 -9.176514801367928e-05 -1.2738613369725983e-05 4.1419551911694567e-05 3.7977252879548735e-05 2
3240 1.977441282909666e-05 -1.0238221536522704e-05 2.1725323182033692e-05 0.0001349092222344736 -4.999312526158216e-06 6.34059553630851e-06 -6.765902294584275e-05 -7.61858998686108e-05 2
3241 5.66553552021063e-06 -2.1321531695924625e-05 -4.098156474435929e-05 -7.377816707427565e-05 3.2713518803905974e-05 8.945642170592298e-06 4.248541674477726e-05 1.1327388942474092e-05 2
3242 -2.297079963496193e-05 1.9413621048528155e-05 1.4643491633042836e-05 -5.7036473118021825e-05 0.00014012527988649013 1.9811646417113065e-05 -9.008842714918768e-05 2.719707412455188e-05 2
3243 1.4127349116209415e-05 5.6447417639972626e-08 3.828091011402826e-05 -4.6511212452705306e-05 -1.6390400934078828e-05 -1.7056269973373163e-05 2.456595160929111e-05 2.9560326627521117e-05 2
3244 -2.457554847567329e-05 8.263745168094148e-05 -1.6568907417211424e-05 -8.298158631335428e-06 2.983427030841823e-06 1.1539128387419438e-06 -5.946486606693361e-05 2.6688661863140797e-05 2
3245 -2.1348031366161804e-05 -4.422322710163335e-05 -2.8049935805686233e-05 5.298666636543928e-05 7.9978459471093e-06 -5.018089207382257e-05 9.537498963213973e-05 -4.954832309016337e-05 2
3246 -6.806962870031527e-07 -3.019378899075005e-05 2.2269538404290552e-05 -2.6450070322748166e-05 5.645619001959442e-05 -7.380995277203028e-06 1.9763013698614954e-06 -3.748114472444005e-05 2
3247 -2.576211497241318e-05 2.371333587124979e-05 9.181624095106183e-06 3.363900544161307e-05 4.444662873895782e-05 -3.250355463740823e-05 5.697254348592693e-05 -2.9478915475698993e-05 2
3248 3.694684676448386e-05 1.3611854319339229e-05 2.4112534017462522e-05 1.1506585653403243e-05 1.7130199706630844e-05 4.9963947276713676e-05 2.7374878863784997e-05 2.938154282735876e-05 2
3249 -7.547169801446589e-06 -3.1712030806486096e-05 1.989476293911117e-05 6.433715050683001e-05 -2.440025190210307e-05 2.6196453459671798e-05 0.0001069067416508301 4.482397067584084e-06 2
3250 2.4732212088740538e-05 6.864100577408283e-06 -1.0111543182480498e-05 -6.667782684706579e-05 1.4477522165103376e-06 9.160975009363093e-06 -1.5883402267611118e-05 -2.397778912467168e-06 2
3251 7.550901327101002e-06 8.13758892947659e-06 1.62689089503751e-05 -7.738801431137792e-06 -4.754562165628975e-05 2.0691485471959862e-05 -1.4227127735647258e-05 1.9754718594655623e-05 2
3252 2.4178991993436636e-06 1.0046776688873193e-05 2.877841033957025e-05 2.5453203403025412e-05 -4.73406751804862e-05 -6.658498259024397e-06 -7.37782492050111e-05 -5.3143401288030104e-05 2
3253 -2.6670406793142767e-06 4.9757664762369064e-06 2.5519033570216195e-05 -3.097709080328307e-05 1.208427133389064e-05 2.820228330126063e-05 -0.00012804332395552982 1.3405543982008106e-05 2
3254 3.99429502088238e-05 -4.6560356914570484e-05 6.816358025785409e-06 1.5575766278412887e-05 -3.438051896774255e-05 3.466899928053219e-05 -4.1955476954081814e-05 4.423392912782141e-05 2
3255 1.456162062213047e-05 4.63134675576654e-05 7.500000715798066e-06 -0.0001491884440673162 6.555089386987007e-05 2.5459086628937806e-05 8.767132964505994e-05 -7.765036242794379e-06 2
3256 4.510752037648536e-05 -8.849190947185761e-06 1.1549424796590525e-05 1.4415005704707265e-05 3.0911172708249296e-05 -2.7622980716407327e-06 5.5951010351744086e-05 -2.3056672235465766e-05 2
3257 1.5628939432103848e-05 -2.885956406569521e-05 -2.3317229378468074e-05 -3.126639625977953e-06 1.0341473718530201e-05 -2.17846902157274e-05 1.774782675511553e-05 -1.3283003236001637e-05 2
3258 3.199981523814332e-06 1.0284520674222206e-05 -4.042190807336912e-05 1.9028485721061004e-06 -4.560171662064232e-05 2.85004246826317e-05 1.6917294541170944e-05 -2.0425546186661984e-05 2
3259 1.648869906124897e-05 3.530979938041049e-05 -1.4812562649853334e-05 -7.343398183783079e-05 -1.125156973209569e-05 -2.5333075190816396e-05 1.5007787346449437e-05 -2.6995869415259334e-05 2
3260 2.4322617775081937e-05 5.315417332868854e-06 2.5102498540234676e-05 -0.00015205707010538448 -5.292238766117611e-05 3.2316815612017886e-05 1.4907381072535982e-05 -3.665956879724754e-05 2
3261 -5.067460163813669e-06 6.058643678268033e-06 -3.950362985597189e-06 3.781653420820455e-05 3.7296409908339553e-06 7.0037835857330204e-06 5.1122269583537984e-05 -3.545081653118445e-07 2
3262 -1.0895063131157363e-06 2.0070287236707265e-05 1.3816492692661354e-05 -1.9349357525412274e-05 -2.458746596604757e-05 1.095572745865485e-05 1.532609821420913e-05 -1.347938639986268e-05 2
3263 -3.478646246372052e-05 -7.206948407465889e-05 -9.351966042876674e-06 8.111004857250778e-05 -8.471188205948789e-05 3.4446803623777436e-05 -5.030944176274288e-05 2.2813263932152256e-05 2
3264 1.0466750959559796e-05 5.440838480143463e-05 1.3495983068927173e-05 -0.00011443139836360263 2.92959269465456e-05 4.2439545874118265e-05 1.42309055080676e-05 1.5978222694560023e-05 2
3265 2.150787120202583e-05 -5.320704501178275e-06 -6.054886653843063e-05 -3.196912342322683e-05 -3.248310382639145e-05 3.8244396576589095e-05 -6.769440393206714e-05 -1.0307779168333225e-05 2
3266 -1.4662811724111883e-05 8.143690419789131e-06 1.421704812453299e-06 -9.135729581404696e-05 -6.505196683828074e-06 -1.3931373337060066e-05 -6.823507368897499e-05 1.6700572582482183e-05 2
3267 1.432960253130497e-05 4.99347815443058e-06 -1.1061693064789845e-05 5.5357426142234014e-05 2.6584369695925733e-05 -1.5795291539992865e-05 8.310529081049199e-05 -3.6871191037819176e-05 2
3268 4.204065098678506e-06 6.439362509593384e-07 2.506712469426054e-05 4.560808998788517e-05 -2.369922541363151e-05 -3.486235807649857e-05 -2.1493221302668172e-05 6.385449287107144e-06 2
3269 -4.494608608185528e-05 -1.1072812743318118e-05 1.5269758824171795e-05 0.00010326577768134674 5.5941542472326625e-06 -3.7652479528991606e-05 -2.5280169602603787e-05 7.171383941722441e-07 2
3270 -4.093250131182283e-06 3.820044847936869e-06 -7.728136309581916e-06 1.7054842957909905e-05 -4.860043243161446e-05 2.4361540348710373e-05 9.581849621044381e-05 3.9486750069353244e-06 2
3271 4.532992686679013e-05 2.7535875714757443e-05 1.2734118442344334e-05 4.91561892060451e-05 1.558379236384388e-05 -2.2533738025409563e-05 7.196738308985449e-05 1.4371891108261574e-05 2
3272 9.742873695371782e-06 1.9718062332588675e-05 3.0491796626114084e-05 1.9312944828175076e-05 -3.569860217853667e-05 -4.7476784078182404e-05 6.415642931712325e-05 -1.0346222754893172e-05 2
3273 1.629231317530181e-05 -1.0363180973165253e-05 -1.0943634101565133e-05 2.4745517246121183e-05 -9.171177386186247e-05 -6.200531617082285e-05 -2.471901748013949e-05 1.3642563925009285e-05 2
3274 -2.289637145538244e-05 1.1297761387890402e-05 2.0598349924724408e-05 -1.5538843991027097e-05 -3.8966479743681446e-05 2.5170082139676243e-05 -0.00014846249413485763 1.3335279590760254e-05 2
3275 9.109679230376258e-06 4.701126673918161e-05 1.3925881343574788e-05 2.2864426291448423e-05 -4.443876832927934e-05 5.058484206346425e-05 2.9367383928979366e-05 1.465365337134208e-05 2
3276 -5.95951377828522e-06 2.703155024052399e-05 2.8266751572088595e-05 0.00011631514106402273 -8.045067124029931e-05 -1.0765201373003484e-05 2.562384188416447e-05 2.513973311474379e-06 2
3277 2.0099063939919343e-06 -2.0403298654093315e-05 -4.587027817511926e-05 1.650316643283288e-05 -8.40221826365682e-05 9.866131000304466e-06 -3.7943200503629256e-06 9.919327135774359e-06 2
3278 -4.464562768570661e-06 2.1612197582403044e-05 -2.4370524422267e-05 2.9569668270596562e-05 6.620246821019372e-05 2.901967512922786e-06 -8.473023888939093e-05 1.9597314313727415e-05 2
3279 -2.5642551307361873e-05 -1.21566170697788e-05 4.605613053831509e-06 6.125760930370676e-05 4.0752779128057934e-05 4.094311387479664e-05 3.3934974538802483e-06 -8.609245341033239e-07 2
3280 3.0451108804560163e-05 5.053623704353687e-05 1.0571144791018826e-05 2.081024146821682e-05 7.923640167296464e-06 -1.3236707373822344e-05 -6.100016851895708e-05 -1.2889702114644683e-05 2
3281 1.4130869802550577e-05 5.303636488744466e-06 4.317756765570109e-05 6.500027240060374e-05 -3.0071183839589995e-05 -1.6992110253025638e-05 3.768042795278255e-05 3.1605590993965286e-05 2
3282 1.1031203294647843e-05 1.7639026553716665e-05 1.3728817371778835e-05 -3.454339913056378e-05 -0.0001252426555544291 -1.272547472363638e-06 0.00010185269187050379 6.923595171143908e-06 2
3283 -3.280620683651056e-06 -4.25816175220222e-05 -5.2804831268718226e-05 8.171968480348816e-05 -6.547549681943853e-06 -5.803110133232848e-06 2.9632440228667136e-05 -2.2826227556629394e-05 2
3284 -2.3496296219083384e-05 2.549590933671352e-05 -5.978757962803816e-06 7.373906470728192e-05 -6.971740312573411e-05 7.914103650181607e-06 5.204168451319826e-05 3.577296654887467e-07 2
3285 3.409538471222839e-05 2.0585410074395912e-05 2.391107981414378e-05 9.614742533411844e-05 1.4010346958293316e-06 -4.587557825506316e-05 3.293428676650327e-05 -1.558317032591463e-05 2
3286 -1.211754992167519e-05 -3.4184076606611676e-05 -9.067913623468286e-07 -7.5221478541428586e-06 1.3934457585576749e-06 2.1480884674157574e-05 1.0378971412621743e-05 -4.165582380281311e-05 2
3287 -5.70917628061e-05 -2.5656331998713334e-05 -3.3280413690517145e-05 2.5027246819147253e-05 -0.00012901478640583847 4.331569012191345e-07 -6.304168045959332e-05 3.800809868508197e-06 2
3288 -3.551016202100704e-05 -2.207497726048696e-06 2.0756179074022194e-05 4.813667723300042e-06 9.275939003826903e-05 -4.94216194642636e-05 -2.0502175451343342e-05 8.181468389910401e-06 2
3289 2.6175476081550494e-05 -5.955849337403159e-06 5.363021055648917e-05 -2.483164679196928e-05 -8.571871760702188e-05 3.5022924512725106e-06 1.3012779926088536e-06 -1.459756751312053e-05 2
3290 -2.6481624985721297e-05 1.550657163088484e-05 3.331016399276201e-06 5.371021299954617e-05 -6.7396970231488795e-06 -3.4086962472059164e-06 -4.8487294568437634e-05 -4.4144232787922905e-06 2
3291 -2.0526443837467924e-05 -2.3068587049500743e-05 -1.3142557990834053e-05 -8.849556453655728e-05 -5.3599038776081155e-05 2.3618617538358435e-05 4.541152755463535e-05 -2.6627239281355053e-05 2
3292 4.04148793033841e-05 1.0448082240476955e-06 -3.337872072301368e-05 6.461817277821746e-05 8.134252844500444e-06 -2.2719525222673747e-05 -0.00013078587156804372 -1.143967290658277e-05 2
3293 -4.723671857756662e-05 8.117187647351573e-06 2.112863513538367e-05 0.00012610023796080642 2.635653958130364e-05 2.355397650719023e-05 -5.840178285170761e-05 4.545703979782542e-05 2
3294 -1.9302052665792082e-05 -1.6525191229335655e-05 -1.438039406020038e-05 5.8613024655334716e-05 -4.570925721050096e-05 -5.786120426389213e-06 3.6842265369419815e-05 -2.046742848353101e-05 2
3295 4.165108900504131e-06 -2.726068234719419e-05 1.8311867999646522e-05 8.649284463705799e-05 2.0654011828340966e-05 -1.62424280338178e-05 7.495573131891179e-05 -2.219117906485015e-05 2
3296 8.635057834115688e-07 -3.79538206386066e-06 6.574771084160658e-05 1.5443183715021055e-05 -4.93763431286786e-05 -1.593951107764356e-05 -1.713802445315086e-05 -1.816737152372334e-05 2
3297 -3.2440103440979206e-05 -2.2612516563356803e-05 -2.6622741475268615e-05 -8.883119714661825e-06 -7.715245375471305e-05 2.6886320078547322e-05 -3.6142225853807276e-05 2.321474807410544e-05 2
3298 -7.553627585931905e-06 3.9863800763558144e-05 1.177420446956828e-05 -6.0905861804545215e-05 2.8366857740909487e-05 6.774598977126366e-07 -8.031362560753167e-06 2.400532096202996e-06 2
3299 1.8781243352883138e-05 -5.293781459161079e-05 -8.77351119318134e-06 -2.3883434047317353e-05 -5.1761522189706245e-05 -2.8159524735032182e-05 -4.3306801118460654e-05 4.2523166669895515e-05 2
3300 -4.677051234407355e-06 3.7851237718726025e-05 1.9874068745567842e-05 -8.255788797663789e-05 -0.00012657868487725107 -1.1553735604861235e-05 8.480630064587911e-05 1.1266500539440067e-05 2
3301 -2.7771965166146883e-05 4.45016457631723e-06 4.441047689495544e-06 7.664683706278742e-05 8.412584365350353e-06 1.1068984907113961e-05 5.779300843348656e-05 2.1889666827940278e-05 2
3302 -2.0497760675447206e-05 -7.677139970221496e-05 -5.921575263073591e-06 7.495458562012072e-05 -5.1294926375358246e-05 -3.770151774094533e-05 3.665460954565658e-05 -2.8719309477895013e-06 2
3303 2.3856971829463196e-06 -5.713263840741739e-05 -4.383849954513008e-05 5.212962403102519e-05 1.5848561448875623e-05 -6.08408768380903e-08 -2.971831579948283e-05 -1.10091691650526e-07 2
3304 -9.391774524805862e-06 -1.5463303777824067e-05 -3.654585425838658e-05 2.2569366057408686e-05 7.03351996466528e-05 -8.736764575908867e-06 -3.912919933395767e-05 -4.9099449696832695e-06 2
3305 -7.802900678709977e-06 -1.590006585994386e-05 3.364079985674938e-05 2.5499064064440125e-05 -9.827839780164562e-05 -9.852750410692857e-06 -5.039016609584932e-05 -7.096346031141522e-05 2
3306 7.7625555053866e-06 1.3440036887235569e-05 -1.8743660639357293e-05 3.5183783204883453e-05 5.326780716570786e-05 -3.077866236397908e-05 4.524611580277092e-06 7.433503001036873e-06 2
3307 -3.824341847902702e-06 2.6232097130551902e-06 1.767981007203339e-05 -5.849814043302828e-05 3.0889645557655436e-05 2.026456222029089e-05 4.334780362101243e-05 4.754128239581182e-05 2
3308 -3.6649837084355195e-05 -4.3435045161704156e-05 3.825818241314766e-06 3.384264777866334e-05 -9.666298750366551e-05 -8.589069631065982e-08 -3.208373868046658e-05 1.8603954712749732e-05 2
3309 1.0718388533013191e-05 -4.520554637167511e-05 -2.7001431038893527e-05 -4.354978730800927e-05 1.09784372618773e-05 9.366155800380214e-06 1.5973727129907725e-05 3.6136808992073648e-06 2
3310 -2.645016431916508e-05 5.1240967515350514e-05 1.4358935016426029e-05 1.746246491906128e-05 7.671310648216686e-05 2.5406079830451667e-05 -4.2906535404464916e-05 -4.624124130871811e-06 2
3311 3.2207110379466565e-05 6.633820571746999e-07 -1.8725444612758663e-05 6.159277489248703e-05 -4.097773741432263e-05 -4.3367626876334e-05 -1.0397839366143141e-05 -1.8281159766066963e-05 2
3312 1.0877417104083527e-05 4.543027090472096e-05 -3.4371161380121824e-05 -4.037622705635469e-05 0.00015342775226038412 1.704716058495202e-05 7.294649956467823e-05 5.973448859144011e-05 2
3313 -2.3829360583839937e-06 9.921863213213291e-06 4.123386239775368e-05 -3.463541077138793e-05 0.00011503445694592361 -2.2488487420406586e-05 7.288187714595049e-05 4.23980227434926e-06 2
3314 -1.8644472861086106e-05 5.548606085990752e-06 4.756157203922481e-06 5.675121106933817e-06 1.5957139256640036e-05 -1.952011985960283e-05 -4.2143250008774635e-05 -1.184936269782072e-06 2
3315 -3.3659143268989246e-05 -1.7883898037140075e-05 -6.104783783277135e-06 -9.020558381369785e-05 5.6336567140772395e-06 -1.8445690435138844e-05 -0.00010743004439006222 -4.214432273328825e-05 2
3316 -4.4545338752978963e-07 -1.4670081750168924e-05 -3.091679329895243e-05 -1.4575109060937671e-05 1.056173177705035e-05 -1.4606790035813607e-06 5.802272213815937e-05 -6.6285252751746044e-06 2
3317 -3.134538111738116e-05 2.5768007159770425e-05 2.1283252027723292e-05 -0.00010541793129385934 -2.737502382052217e-05 8.420805639439063e-06 4.016120580266344e-05 5.2431633465785835e-05 2
3318 4.97186166564861e-05 -9.437699131188409e-06 -5.570480262352371e-06 -8.743867191252646e-05 -8.397180031853374e-06 -2.301901281401117e-05 4.78245443625321e-05 4.903603591813903e-05 2
3319 3.8752047247382836e-05 1.9729424872674278e-05 -6.017779794921603e-05 -1.7536584003041726e-05 6.441460757706525e-05 4.0484336198220516e-05 4.057508532798938e-06 -7.639507876256435e-06 2
3320 3.380752523489981e-05 1.8839844296972776e-05 2.8436132018334033e-05 -9.595133545476895e-05 -6.564749737316788e-05 4.436427867833399e-05 -4.702378891495113e-05 2.3706118290566466e-05 2
3321 9.09322762633245e-07 2.6518780573289303e-06 3.506318855934549e-05 -0.00011923371738649068 1.614797399770139e-05 -1.195535061928477e-05 -2.377711887944435e-07 -4.025222278336854e-05 2
3322 1.827647325949187e-05 -4.106172151804843e-06 2.134223150277273e-05 -7.506370916682422e-05 7.277010848128119e-05 3.3422373598828224e-05 8.837639018335398e-05 7.50474704197713e-07 2
3323 2.163008248342127e-05 3.178570646852289e-05 1.3073164196085405e-05 -4.630544873859853e-05 7.288870970805037e-05 1.9028924641169462e-05 -7.000203438420422e-05 3.1666047547689796e-05 2
3324 -3.0930322459878033e-06 8.320752150695294e-07 2.672010685590625e-06 0.00010445478742831045 3.658721131115387e-05 6.105360528170747e-07 4.590462723260839e-05 4.114707819264444e-06 2
3325 3.5054198593074365e-05 4.960826788353003e-06 -1.2310591411434332e-05 5.535430399410377e-05 1.4523088266486447e-05 -1.637022695422032e-05 5.859645039585936e-05 3.168168798005902e-05 2
3326 3.758618248583312e-05 9.328246033835665e-06 -2.4596828400950904e-05 -8.104044648308276e-05 6.395099885228205e-05 -2.576171492710001e-05 -2.8907767269283488e-05 1.264339128242591e-05 2
3327 -1.5129220679588097e-05 7.293347078777246e-06 -4.440805499353337e-05 7.328291527951149e-05 -1.292114904402335e-05 2.1756222099350294e-05 -2.2284680408065914e-06 1.0062452938837564e-05 2
3328 -2.829960983691916e-05 -1.9013974604667754e-05 -1.844633535104553e-05 5.356756611910011e-06 3.450608273229082e-05 1.0831370996784224e-05 -9.669930908696829e-05 2.183349381535065e-06 2
3329 -2.0158458715039222e-06 -8.771627522468694e-06 -3.854131454926983e-07 6.045672680988806e-06 9.931101393192287e-05 -8.647275091650213e-06 5.8918957434468195e-05 1.1724069333899992e-05 2
3330 3.19777953403879e-05 3.589624293991603e-05 -3.401352800471789e-05 9.391451085889381e-05 4.1655488481330455e-06 -2.9967976700466922e-05 -6.0374627981507115e-05 -7.519208730570776e-06 2
3331 -7.363017129255288e-06 -1.5172217205775716e-05 -3.410348779617833e-07 7.638171887819608e-06 -9.86246759556684e-05 2.8429422933026445e-05 -8.588937223864105e-05 -1.094697117893112e-05 2
3332 -5.045525190223873e-05 1.906908281435464e-05 -3.6024187433149506e-05 7.77707994177207e-05 9.14071103483863e-05 -3.2070094089829755e-05 -2.3192926790561166e-05 6.359841186783568e-07 2
3333 -5.2355115796032217e-05 -3.0120421373688562e-05 4.455666065963532e-06 -1.2350660353841343e-05 -1.7564960723067435e-05 7.92627341340952e-07 3.205383182960549e-05 2.4964387985482643e-05 2
3334 -1.032089918164434e-05 1.0961719463914383e-05 2.6810884661607373e-05 2.043344758920306e-05 -1.3886662662186082e-05 2.83766539084381e-06 -8.932310698711528e-05 6.802839343872919e-06 2
3335 -1.9094217975046657e-05 2.7802374826909324e-05 -3.8260113919202254e-05 -5.3745196830343936e-05 -6.167225555823937e-05 1.1741987473413011e-05 -5.9897420002334946e-05 3.722465393239692e-05 2
3336 1.943802845121944e-06 -1.7949646245740644e-05 -3.6259182878958007e-06 -4.566196429598256e-05 2.6180747675091978e-05 -2.6674974940190888e-05 2.619766871142004e-05 4.056655046312547e-05 2
3337 4.4963032733668e-06 -2.63233198939352e-05 -8.49461542606788e-06 -7.98113999175058e-05 -4.603577370983445e-06 4.119203402350659e-05 -3.3877004413712635e-05 -3.640117177785128e-05 2
3338 -1.6331500418762435e-05 2.303290850823781e-05 4.26159396049216e-05 -9.341544952346603e-05 -0.0001003226059392456 -5.556218156677631e-07 -5.802002534695018e-06 -7.772517547128615e-06 2
3339 3.5118126293859077e-06 6.013990099976535e-06 -3.864657397917475e-05 4.385470194933697e-05 1.6761891091069874e-05 -4.983850994632324e-05 -5.121783545180665e-05 -2.4242503128389522e-05 2
3340 1.8708731156471872e-05 -1.8777801754309603e-05 1.0033777481389984e-05 1.5342787277475187e-06 -6.320218277834779e-06 1.2398385739549696e-05 0.00010214204962233701 -4.7429688917912777e-07 2
3341 8.177010732522184e-06 5.424301929709615e-06 -5.241674282369839e-06 -9.3467826178639e-05 4.367634368791692e-05 -1.1067622296565277e-05 0.00010445360940440819 -1.712822866670664e-05 2
3342 2.025436287436587e-05 4.4593955749466086e-05 -8.437662171937775e-06 1.924383471295899e-05 1.622199054114547e-05 -4.841908663213888e-07 2.0033254635791085e-06 -9.99929740759566e-07 2
3343 -1.0499613990035049e-05 4.8863546445249296e-05 -5.010970636312335e-06 6.423642662719615e-05 -7.641430677896512e-05 2.1160894987340475e-05 8.01779699667086e-05 4.819659397623332e-05 2
3344 8.65680050596413e-06 -7.206356138581095e-06 -4.755592667597948e-05 -6.039337031268229e-05 -5.6365053157522045e-05 -2.9523546164228893e-05 -3.2866724310246465e-05 1.645697373788475e-06 2
3345 1.941898047689033e-05 -6.1619511472296564e-06 2.2419690068173742e-05 -2.810900762453261e-05 1.4951650411754165e-06 5.433596145988979e-05 -3.198518573654591e-05 1.8291777912609405e-05 2
3346 -1.1496254747719237e-05 1.545897163039193e-06 3.933136462818171e-05 3.862115085926103e-05 0.00010875996524927556 -4.248101497946267e-06 -0.00010136813898179955 -2.019218904400676e-05 2
3347 -3.309313006478672e-05 -6.970900189031999e-06 3.2575292358388684e-05 4.455383569895325e-06 0.00017036953227133716 -1.432183453162936e-05 -7.623113664548527e-05 6.340926214526827e-06 2
3348 1.6976799694852156e-05 4.702197913012719e-06 3.7738348897994733e-06 3.256594968582317e-05 2.7437096470576758e-06 -1.1760169635222667e-05 -0.0001144293832219224 3.1840892235758455e-05 2
3349 -1.064195057735445e-05 -8.202574707167591e-06 2.6296985126737672e-05 9.628615223659954e-05 9.175538568212406e-06 -3.4249568266163136e-06 1.5379545284861104e-05 -1.1388457118415797e-05 2
3350 -8.896184141708283e-06 -8.762230767409136e-06 2.2768201950108237e-05 1.3176532748242249e-05 -9.980555109591625e-05 -2.906928999861106e-06 -3.887322077047558e-05 3.194687510266343e-05 2
3351 5.387504906583551e-07 -3.1608566774059155e-06 8.390160703986391e-07 0.00011570656781557825 5.806133025953315e-05 3.123709972308791e-05 1.7978925414592175e-05 2.7235097680717026e-05 2
3352 5.94212091057373e-06 2.2064391549512313e-05 2.41661559169991e-05 -2.384191453649319e-05 2.7082012121646527e-05 2.3929948813763076e-05 5.2445031501126526e-05 3.133586191981483e-05 2
3353 2.6181931275623036e-06 3.850523852823602e-05 -1.6430164240388817e-05 -1.3182165257390092e-05 8.905644457161414e-06 2.9896057108661397e-05 1.0885080307446462e-05 -3.674645032194385e-05 2
3354 -4.301272469694711e-05 1.8398607104791145e-05 -3.619011813202337e-05 7.491081862754983e-05 -7.685775369382259e-05 -1.926495459119687e-05 -7.630187418947343e-05 5.157271016923638e-06 2
3355 -1.885394535618814e-05 -1.2432024234998326e-07 1.0035159669330366e-05 -0.00011852273987678259 0.00013173980181039097 4.118208632178074e-06 1.7108702259057796e-06 1.1643183373006856e-05 2
3356 1.6405091056715092e-05 -4.5389807640519606e-06 -7.197578210363374e-06 0.00012498656026764453 5.049327530893984e-05 1.2341859298572186e-05 -2.7033130406208662e-05 -8.53163103057181e-06 2
3357 -4.212918797520681e-06 -1.0036665768229353e-05 5.557821602013239e-09 -4.70637906175669e-06 1.0319772927615693e-05 7.776480347657596e-05 2.6977843699913714e-05 3.443787914164146e-05 2
3358 1.3598121559318026e-05 2.7118280285843753e-06 3.676902735893994e-05 -1.211758172663696e-05 6.441362733497769e-05 -1.790949845820388e-05 5.539015809046675e-05 -1.2075057300900177e-05 2
3359 -2.4095607328060193e-05 -4.1314504575583665e-05 9.719605888134072e-06 9.001504028950238e-05 -5.1117897163017134e-06 1.8979367201994122e-05 5.007209789804642e-05 -6.6709113644652185e-06 2
3360 7.627309205568495e-05 2.5449717896847837e-05 6.112001770273102e-05 -2.7351678256051667e-05 5.150953122154198e-05 -3.095673155426662e-05 -1.8946688384671143e-05 -1.4598981865826247e-05 2
3361 7.488763116642092e-05 -1.731193244264427e-05 -5.850845420210563e-06 -6.185114658860397e-05 -5.7913111387675125e-05 -2.2505635252254254e-05 5.3346099146449406e-05 -4.470811518869561e-05 2
3362 -3.0405822524673637e-06 -4.614499751051293e-05 -1.2262823918793314e-05 -1.093937575247226e-05 -0.0001389800914819382 -1.250540664476577e-05 -6.059015982281065e-05 5.4361357963568547e-05 2
3363 8.482680038988843e-06 -2.1501089775425232e-05 1.6019359828179138e-06 -8.973711986877917e-05 -4.638267958053334e-05 7.196530670993956e-06 -0.00013638565906565696 2.7448387193109743e-05 2
3364 2.4171013488772534e-05 3.73757175891968e-05 -1.2911022520770454e-05 0.00012727651910262493 -7.293404798999185e-05 -1.281120200912435e-06 3.576431618849788e-05 -1.590139428404648e-05 2
3365 8.558499535804984e-06 4.2000023532958245e-06 -1.1245911417506606e-05 3.128632767858593e-05 -4.0677784029242926e-05 3.3212181169505752e-06 3.5812436987618395e-05 1.2979776800945129e-05 2
3366 -1.1922342710238154e-05 2.3930274236880217e-05 -3.277865588832155e-05 9.99497006714527e-05 -2.9986555581874293e-05 1.539670245951662e-05 -7.116954081840511e-05 9.983837728687209e-06 2
3367 -1.500406299077218e-05 -2.373247746805915e-05 -1.0862577867242468e-05 -1.4755935039913524e-05 -5.136135103650235e-07 7.5960906694962215e-06 -2.1346007159126494e-05 4.594198544823399e-05 2
3368 8.320351822987537e-06 -1.5559112714365054e-05 1.0605505129162098e-05 7.2448015289991805e-06 -7.271364316280996e-06 -7.319716238286263e-06 5.0205411038117576e-05 4.31961907865696e-05 2
